68	1
68	0
68	0
68	0
68	0
68	0
68	1
68	0
68	0
68	0
68	1
68	0
68	0
68	0
68	0
68	0
68	1
68	2
68	1
68	1
68	1
68	0
68	0
68	2
68	0
68	1
68	1
68	0
68	0
68	0
68	0
68	0
68	0
68	1
68	0
68	1
68	0
68	0
68	1
68	0
68	0
68	0
68	2
68	0
68	0
68	0
68	0
68	1
68	1
68	1
68	1
68	1
68	0
68	1
68	2
68	2
68	0
68	2
68	2
68	1
68	2
68	0
68	0
68	0
68	0
68	1
68	0
68	0
68	0
68	0
68	1
68	0
68	1
68	0
68	0
68	0
68	1
68	1
68	0
68	1
68	0
68	0
68	2
68	1
68	1
68	1
68	0
68	1
68	0
68	0
68	0
68	1
68	2
68	1
68	0
68	0
68	1
68	2
68	0
68	0
68	0
68	1
68	0
68	0
68	0
68	0
68	1
68	1
68	0
68	2
68	0
68	2
68	1
68	1
68	1
68	0
68	1
68	1
68	1
68	0
68	1
68	0
68	0
68	0
68	0
68	0
68	0
68	0
68	1
68	0
68	1
68	1
68	0
68	0
68	2
68	1
68	2
68	0
68	0
68	0
68	0
68	2
68	0
68	0
68	0
68	0
68	0
68	1
68	0
68	0
68	0
68	0
68	0
68	0
68	0
68	0
68	0
68	0
68	1
68	2
68	0
68	2
68	2
68	0
68	0
68	0
68	2
68	2
68	0
68	0
68	0
68	0
68	0
68	1
68	0
68	1
68	0
68	1
68	0
68	0
68	0
68	1
68	1
68	0
68	0
68	0
68	0
68	1
68	0
68	0
68	0
68	1
68	1
68	0
68	0
68	0
68	0
68	1
68	0
68	1
68	1
68	0
68	0
68	0
68	0
68	1
68	1
68	0
68	0
68	0
68	1
68	2
68	0
68	0
